"","X","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","sentiment","sentiment_2","category"
"369",487,"US",22001282,"R2YYKUDEZRXS2H","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","Camera better","2015-08-15",1,1,"Camera"
"370",488,"US",25695273,"RP4UM9LFSZFYI","B00LCHRQL6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Very nice","2015-08-15",1,1,"OTHER"
"371",489,"US",52463655,"RF77B6TLL2ZNL","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","So impressed.","I looked this over for six months and got on sale.  I am so glad I did.  I had the first Kindle Fire that came out for five years.  I am so impressed with the wifi reception and internet browser on this.  I like the features.  Easy to see, but there is a magnifier for menu text and browser if you need it.  Battery does not last as long as the original Kindle Fire, but lasts about four hours.  I still love this as a backup because it is reliable to access most anything off the internet as a backup to computer.  Highly recommend.","2015-08-15",1,1,"Ease"
"372",490,"US",40477151,"R3VFL4P9BOYV45","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Awesome","2015-08-15",1,1,"OTHER"
"373",492,"US",47566996,"RRV881GJC0Z2C","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Just what I expected.","2015-08-15",1,1,"OTHER"
"374",494,"US",22627230,"R3GW0WVYAYUZLR","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,1,1,"N","Y","Awesome Kindle Fire for anyone.","Awesome. Has a lot of great features and is a nice size. I like the size compared to the HD 6. There is so much that I cannot explain it all. I recommend all who are interested see what the e of Kindle Fire they want and do research. It has a lot of memory. It processes very quick.","2015-08-15",1,1,"Speed"
"375",495,"US",38615564,"R79S32CNAOLP4","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","It is a great tablet to read on.  I only wish it had access to Google play.","2015-08-15",1,1,"Apps"
"376",496,"US",2485261,"R2FO6RUQ12Y1NX","B00LCHRQL6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","... this as a gift for my mother and she loved it as well as I","I bought this as a gift for my mother and she loved it as well as I. I then ordered one for myself but it got put on backorder for a month or so. But I finally got it after 4-6 weeks. Anyways, I absolutely LOVE it!!","2015-08-15",1,1,"OTHER"
"377",497,"US",3600232,"R3OPSVDFV6VX2J","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,1,1,"N","Y","Never used a tablet before and this one is easy to understand and use","Never used a tablet before and this one is easy to understand and use. Also the customer support folks really helped this tech dummy get started. LOVE IT.","2015-08-15",1,1,"Ease"
"378",498,"US",10649279,"R1VMAK2X6KPAOA","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","as good","Like it as much as my other larger Kindle Fire. Those difference in size is barely noticeable.","2015-08-15",1,1,"Portability"
"379",499,"US",24286836,"RDTIMEP9CX8NI","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Excellent!","2015-08-15",1,1,"OTHER"
"380",502,"US",859324,"R1UFQ4TC8A5TO8","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I love my kindle fire!!!!","2015-08-15",1,1,"Reading"
"381",503,"US",19953983,"R3MPDA6GJ735ZB","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","Love it!","2015-08-15",1,1,"OTHER"
"382",504,"US",10695653,"R1LKZIA4ZSMGBT","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it","2015-08-15",1,1,"OTHER"
"383",505,"US",46282738,"R1GIKO150XHG41","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Very pleased with my new kindle","Very pleased with my new kindle! Love the camera feature that I can now shoot a photo without trying to get a shot while viewing it from the front only plus I can now shoot video!","2015-08-15",1,1,"Camera"
"384",506,"US",20897562,"R49F6JV8TQISU","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","LOVE MY kINDLE.  ON SLEEPLESS NIGHTS I CAN READ AND DISTURB NO ONE BY PUTTING ON LIGHTS.","2015-08-15",1,1,"Reading"
"385",507,"US",22012325,"R2JLMQ5CBZBBZ3","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Pretty good little tablet Awesome speakers Awesome display Beware of built in advertisements and white color will get dirty","I bought this during the prime day sell for $89 and ended up returning it to amazon for a refund. This tablet has a nice screen with the high pixel density and preformed tasks fast, however it has advertisements built into it. The speakers are truly amazing and the best I have ever listened to on a tablet. It is kinda thick but feels good in the hand. I got the white version and that was a big mistake because it got dirty very fast like within the first day of having it. I really liked this tablet but I ended up returning it because I did not use it frequently and also decided to put the $89 towards paying my credit card bill from buying an apple watch. This tablet also does not have google play store built in and it runs on android. I would have kept this tablet for watching movies, playing clash of clans, and probably for reading E books but I didn't have the money. I also own a Microsoft surface 2 which I already use for watching Netflix and it has a bigger screen than this one. The kindle was overall pretty cool just don't buy the white version, and be warned that advertisements will appear on the locked screen. If you have the money for it and can justify it go ahead and buy one, also you can return it if you use prime within 30 days. I hope my review helps.  :)","2015-08-15",0,1,"Price"
"386",508,"US",11678737,"R36YN30LZ3QWUW","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it","2015-08-15",1,1,"OTHER"
"387",509,"US",2458310,"R129CCJXNMQOXL","B00LCHSHMS",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","So cuteee!","a lot of people talk trash about fire OS but so far i had no problems and i really like it. This tablet is very cute and i even like it more than my laptop. It has very strong speakers btw. It feels great to listen to music or watch movies with these speakers. Reading books have never been so good. I was first skeptical about it but all my worries have gone now. I bought this tablet because our bookshelves at home have no place left for books and our home has no place left for extra bookshelves! Like i said previously, reading books have never been so good. First of all the screen brightness is perfect and it doesn't mess with my eyes. Its actually even better because with a real book you wood need a light all the time and i like reading in darkness more. Second, the translation and highlighting options are perfect. Turning the pages are easier. Also now you don't need to worry about brushing pages of a thousand books every once in a while to protect them. And i don't know if this happens to others but old books make me itch.<br /><br />I love this thank you amazon.","2015-08-15",1,1,"Reading"
"388",510,"US",1506430,"R1LC7V2QAVOS9G","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","It is exactly what I wanted.","2015-08-15",1,1,"OTHER"
"389",511,"US",5430907,"R2DCYXORKD4SA6","B00KC89C2C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Amazing","2015-08-15",1,1,"OTHER"
"390",512,"US",25882645,"RMPVLDWRH1KCI","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","This has gotten me back to reading again an I love it.","I take it everywhere. I quit reading for awhile cause I was having a hard time reading small print. This has gotten me back to reading again an I love it.","2015-08-15",1,1,"Reading"
"391",514,"US",619962,"R1DNHY5UGGTCBY","B00LCHOCZY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love my new kindle fire","2015-08-15",1,1,"Ease"
"392",515,"US",7752148,"RBOVP062Q88GL","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","None","Enjoying it much. Wish it were able to operate without wifi","2015-08-15",1,1,"OTHER"
"393",516,"US",16727387,"R31EYSZQBJO1H3","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","I like it","I have used a tablet with kindle app for 4 years. It is getting slow and won't hold a charge so this was a great deal and replacement.","2015-08-15",1,1,"Speed"
"394",517,"US",2053668,"R3647SC1SJA04T","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Fun","2015-08-15",1,1,"OTHER"
"395",519,"US",44929347,"R1UHNLMS11NVNE","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Great HD display!  Much faster than my old Kindle Fire.","Very crisp HD display - even on some of my old movies (1940s) I watch on it.  The &#34;special offers&#34; (read: advertisements) aren't annoying like I thought they'd be, as they only appear at the unlock screen.  My only complaint is the placement of the volume control.  I really like that they are buttons on the outside edge rather than onscreen, but when I want to watch a movie with my M-Edge cover on it to prop it up,  I have to turn it upside down.  Then when I want to power off, I have to turn it right side up.  I minor problem, I know - deal with it, right?!  It also powers on and loads movies, etc., much faster than my old Gen 1 Kindle Fire.  I just hope the charging port holds up better than my first Kindle!","2015-08-15",1,1,"Display"
"396",520,"US",10459012,"R1HWIGKICPCPNS","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","I loved it, but when I bought a Fire HD ...","I've purchased 4 Kindles in the past 4 years.  The original was a Fire.  I loved it, but when I bought a Fire HD for a grandchild last Christmas, I was impressed with  how much they had changed.  I bought a new one for myself and one for my daughter's birthday this summer.  We are both very happy with the Fire HD, and we are exploring all the things it can do.","2015-08-15",1,1,"Reading"
"397",523,"US",42685527,"REHBKNRAIT2OQ","B00LCI2I7C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","now i have all my books at my fingertips without carrying a bigger device.","2015-08-14",1,1,"Reading"
"398",524,"US",45542932,"R2OXWX7HCWZPVZ","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love the Kindle Fire HD7","Just got this Fire HD7.  First time using a tablet.  Getting used to it and so far no problems<br />trying to navigate it.  Went on line to Amazon Kindle help and learned what I needed to know.<br />Also the Kindle Help Forum is a great place to find help.","2015-08-14",1,1,"Ease"
"399",525,"US",28778778,"R1Q35PAUZOTRHU","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","So excited love reading however with the kindle hd I can do more.  Enjoy.","2015-08-14",1,1,"Reading"
"400",526,"US",43164067,"R2GOIB8EPQAYS6","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","it is a good pad the cover which is suppose to stand will not stand up","I like it but very hard to set up and figure out!!!!","2015-08-14",1,1,"Ease"
"401",527,"US",50337576,"R93L7TGTEX4UP","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","So happy with the display and the heft of this tablet. Did get the leather protector for added safety.","2015-08-14",1,1,"Display"
"402",528,"US",38346260,"R1OJVNJ0UKIY96","B00LCHOCZY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Perfect for travel","Perfect! I'm semi-retired and spend a lot of time in Mexico.  Excellent for travel.  Super user-friendly.  Hardly ever leaves my side.  Couldn't be happier","2015-08-14",1,1,"Portability"
"403",529,"US",45935795,"R47UP7GNDAJBI","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Excellent. Only draw back is the on and off ...","Excellent.  Only draw back is the on and off switch.  Appears that this one is going to break as<br />my original Fire","2015-08-14",1,1,"OTHER"
"404",530,"US",48452469,"R3EJEMJA8OYQF8","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love this product.","Love my new HD 7&#34; Fire.I had a Fire (not HD)before this one but it died. This one is faster and easy to use. It is set up differently than the other but  user friendly. My other seemed when you had your finger close to the screen it would change frequently. This one doesn't seem as sensitive. Would recommend.","2015-08-14",1,1,"Speed"
"405",531,"US",39148525,"RGXNHIK1UG3KE","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Great for the price!","I love my Kindle!  So, it isn't an iPad, but it certainly isn't the extremely expensive price as the iPad either! I am on my Kindle every day. I let me grandkids play on it and have some really cute games for them on it.  I thought I would use the  gigs in no time, but I have had it almost five months now and still have not used all 8 gigs.","2015-08-14",1,1,"Price"
"406",534,"US",17128881,"R25QVH3Q1S2Y8T","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Strong and sturdy","Great case","2015-08-14",1,1,"OTHER"
"407",537,"US",50124903,"R32UYZ6TYMEPFK","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","... was everything that i was looking for - Fit perfect and love the","It was everything that i was looking for - Fit perfect and love the color","2015-08-14",1,1,"OTHER"
"408",538,"US",6932666,"R31O91KGJBHWZ4","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Very nice!","2015-08-14",1,1,"OTHER"
"409",539,"US",41683366,"R2A2FMNUU4M5I0","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Love my Kindle","I love my Kindle Fire.","2015-08-14",1,1,"Reading"
"410",540,"US",45330613,"R235IF2REFQAMN","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Four Stars","Love my new kindle. Only problem I have is connecting to Wi-Fi at home, as I don't have a computer. Connects at work though!! I also thought is would have a lot more storage than my old Kindle but found I had to delete a lot of books to clear up some space. Other than that, I am thrilled beyond words to have a Kindle again and all the new functions that my old one didn't have!! It's great!","2015-08-14",1,1,"OTHER"
"411",541,"US",39095335,"R1VQNG2KNYOVU0","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Lovin' it!","Am TOTALLY Loving my Kindle! Still on a learning curve with it - haven't checked it out completely yet, but, so far, I have NO complaints!","2015-08-14",1,1,"OTHER"
"412",542,"US",41834901,"R37DEZXMF2F7B4","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Using my kindle for email is one of my favorite features. It is more convenient than using my ...","Using my kindle for email is one of my favorite features. It is more convenient than using my computer.","2015-08-14",1,1,"Ease"
"413",543,"US",37843813,"R16B65RAI39NSU","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","This is so easy to use, and the size is great to take traveling. Wonderful display and features.","2015-08-14",1,1,"Ease"
"414",545,"US",10938820,"RP91M78YHS93B","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","love it.","exactly as I expected..........love it.......takes great pictures","2015-08-14",1,1,"Camera"
"415",547,"US",45294102,"R3E9H5XD2L9Z3S","B00KC6XV58",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it!","2015-08-14",1,1,"OTHER"
"416",548,"US",30611039,"R3JC08LMO9NREA","B00LCHRQL6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it!","2015-08-14",1,1,"OTHER"
"417",550,"US",41008495,"R25KBG7NC64X9H","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I love the HD 7.  My grand daughter also loves it!","2015-08-14",1,1,"Parental Controls"
"418",551,"US",33099176,"R5S1MPR3PLOR4","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Kindle Fire won't disappoint!","I love my Kindle Fire HD! It is easy to operate, fast and the perfect size!","2015-08-14",1,1,"Ease"
"419",553,"US",42660254,"R3QCC9QGQJDYWF","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Kindle Fire HD 7","Love my Fire HD7 it's a little different than my old Kindle Fire.  I'm learning more about my fire as the days go by.","2015-08-14",1,1,"Ease"
"420",557,"US",6013248,"R1AXM7ES39MYKK","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Fire HD","What a difference this makes in my life.  Don't know how I managed without it all this time.","2015-08-14",1,1,"OTHER"
"421",559,"US",45932453,"R14CN8QC46E7G0","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Great","I love it. Only one small issue. I wish the on/off button was more conveniently placed and easier tonpush.","2015-08-14",1,1,"Ease"
"422",560,"US",6935816,"R3LK78KXHN5SE","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Ready,Aim,Fire - It's a hit!","Sharp images and easy to use,very compact.Big product in a little package.","2015-08-13",1,1,"Portability"
"423",561,"US",13204353,"R3VPVDEUUHD6IM","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","This is my first tablet and I'm very happy and satisfied with it","Got it during the Amazon Prime Day sale at $99.  This is my first tablet and I'm very happy and satisfied with it.  It's a basic tablet and reader and has a good battery life to it from what I've noticed so far.  I only got it to have around for random usage at home, internet browsing, playing music (Pandora app & Spotify app), watching YouTube (no app yet for it so you have to watch from YouTube.com), Prime Instant Video (I can save and watch videos offline so this helps for traveling and airplanes), and to watch porn in before I go to bed at night.  Does what I want it to do, no complaints.  My only wish is that I wish it was more customizeable as far as wallpapers and lock screens.  P.S.  As info - I saved Pulp Fiction and World War Z from Prime video offline viewing and I now only have 2gigs left, roughly.  Everything else is a few apps downloaded and the rest of the system memory.","2015-08-13",1,1,"Price"
"424",562,"US",522908,"RV7YI9JRQGJLM","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","Still trying to work it,but I am enjoying it","2015-08-13",1,1,"Ease"
"425",563,"US",17682424,"R40JL9KANQWZM","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Another excellent Kindle product!","What was I waiting for?????? I had a 2nd generation Kindle fire 8.9 HD...and just received the new 7 inch HD.  Don't wait! Upgrade now! You will be happy you did. Awesome product and I highly recommend!","2015-08-13",1,1,"Reading"
"426",564,"US",13701224,"R3RIR12360HJ4L","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Great tablet for an 8 year old","My 8 year old loves it. Great graphics for his games, education apps as well as the books. Great for the price too.","2015-08-13",1,1,"Apps"
"427",565,"US",45057230,"R4KJXUNLLUJWD","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Good enough for those under 10","We got this for our daughter's 7th bday. It does enough to keep her entertained. The battery life, however, is not ideal. The thing dies pretty quickly because most kids forget to remove apps from the carousel. Other than that, its pretty good for a young child.","2015-08-13",1,1,"Battery"
"428",567,"US",11714039,"R3UY7QHHXP64H8","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love that I didn't need to get it set up.  ready to go right out of box.","2015-08-13",1,1,"Ease"
"429",568,"US",14354145,"RDVT8HBOCW87P","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","I like everything","Limited apps  after you are used to AppIe. I like everything else","2015-08-13",0,1,"Apps"
"430",569,"US",20790551,"R34WO0AMS8DNT","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Easy to begin and great in all aspects","It is all I thought it would be. Easy to begin and great in all aspects.  Get one you will really enjoy!!!","2015-08-13",1,1,"Ease"
"431",570,"US",16393897,"R1M29JI9HZDM0U","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","NO USERS GUIDE, SHAME SHAME","4 stars because there should have been an owners manuel with it. There was nothing to say what to do with it.","2015-08-13",1,1,"OTHER"
"432",571,"US",51115397,"R1I4FT3ATNWYN6","B00LCHOCZY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love Love Love this tablet!!! Perfect size","2015-08-13",1,1,"Portability"
"433",572,"US",21552369,"R3RU0ULKZMI3Z7","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","great price for a handy little tablet","Got in on sale, great price for a handy little tablet. I have a smartphone, a Kindle Paperwhite, a laptop and a PC. This was nice for the price, but don't expect it to suffice for all of your computing needs. It has surprisingly decent sound for a tablet, especially in this price range. I stream plenty of Netflix and Instant Video on here when I'm viewing alone. Much better than on my phone. I do wish Amazon allowed other browsers as Silk is not that great... Like I said, though. At this price, it's a great little device. Just don't expect lightening speeds while browsing.","2015-08-13",1,1,"Price"
"434",574,"US",41208005,"RHC3UUPMQHWJW","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","works nice","2015-08-12",1,1,"OTHER"
"435",575,"US",47386214,"RTO0B2P8MV0JX","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Great gift, even for dads","My wife got this for my birthday,  I stayed up all night to fool around with it. I am sure glad she got this. Amazon prime is so cool, and it's not necessary to download songs or movies unless you're moving around.","2015-08-12",1,1,"Apps"
"436",576,"US",123726,"R22CUCW54ZIO8O","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","am new at Fire HD7 but a, really enjoying the experience.  much more to learn","2015-08-12",1,1,"Ease"
"437",577,"US",11229991,"RYA7TH2LKIQUV","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Very happy with my new Kindle Fire HD7!","2015-08-12",1,1,"Reading"
"438",578,"US",36627184,"R3NN4XBFHPQR75","B00LCHSHMS",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Almost Great","What a great little tablet.  The price is right.  Brightness control allows it to be dark enough for bedtime viewing and bright enough for daytime use in the car or a brightly lit room.  The sound is nice and loud (louder than my nexus 7 and lenovo windows tablet).  The software could use some work and the app availability is somewhat less than on Google Play, but for what it is I'm ok with it.  Where I am actually disappointed (hence the 4 star rating and not 5) is the battery life.  This tablet only lasts 3 or 4 hours on a charge.  It should last 7+ hours to keep up with competitors.  It also burns through battery life when left in suspension (tablet on, screen off), so leave it plugged in when not in use.  When it goes on sale, it is a good value.  I would buy it again.","2015-08-12",1,1,"Price"
"439",579,"US",722543,"RUQGLG5TBU3WW","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Kindle Fire","Love Love Love my new Fire Kindle","2015-08-12",1,1,"OTHER"
"440",580,"US",45609786,"R3DA0ZDL1XE2J","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it, did not know it had a camera.  Surprised and Pleased","2015-08-12",1,1,"Camera"
"441",582,"US",36147420,"RH5OZHTBA6OBZ","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","The grafics are awesome.","My new kindle is really to.use. The grafics are awesome.","2015-08-12",1,1,"Display"
"442",583,"US",51311856,"RB8LARBKHGW8B","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","They met me needs and expectations with no hesitations","2015-08-12",1,1,"OTHER"
"443",585,"US",35527020,"R8SUDNBBR5R7Y","B00IKPX4GY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I love my Kindle Fire.","2015-08-12",1,1,"Reading"
"444",586,"US",14028074,"R38N4ZCLGT6SVA","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Very easy to learn how to use I am very pleased ...","Very easy to learn how to use I am very pleased with fire HD 7,  I learn something else that it does everyday does more then I thought it would","2015-08-12",1,1,"Ease"
"445",588,"US",11679424,"R3P1CEHOQD0V74","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love it!!","2015-08-12",1,1,"OTHER"
"446",589,"US",7580577,"RA99QJ3PUB7J6","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","good","2015-08-12",1,1,"OTHER"
"447",590,"US",25450505,"R1BG4PG6PRUG0F","B00LCI2I7C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","I love that it has two speakers vs the one speaker ...","My wife loves her new Fire HD7. She predominantly reads on it but I have also added some movies on it for our son to watch while in the car. The Fire HD7 is a well rounded device that allows for reading kindle books, watching movies (locally & streaming), social networking, and listening to music. I love that it has two speakers vs the one speaker in the HD6. The only thing I wish it retained from older fire tablets is auto brightness. Aside from that, it's a great tablet option.","2015-08-12",1,1,"Reading"
"448",591,"US",19915604,"RWSGI05I894CZ","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Great, but...","So far I love it but I wish I had access to Google based apps and more options in the app store.","2015-08-12",1,1,"Apps"
"449",592,"US",3388996,"R378KIZCROI1W1","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","Love that is all I can say","2015-08-12",1,1,"OTHER"
