"","X","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","sentiment","sentiment_2","category"
"121",558,"US",41333173,"R2Y6NGNATX7O1G","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Not happy yet.","I can't really rate this 4th generation Kindle yet, as getting it up and running has been such a pisser.  Couldn't even take a picture because it said my memory was insufficient.  I bought 16gb on my first kindle, and 16gb on this kindle.  I probably have less stuff stored than any other single individual worldwide, yet I couldn't even take a picture.  I should be able to have 20 books, a couple of games, a few pics and my email programs work without getting error messages.  Oh, 'updated' gmail inbox doesn't show how to delete messages en masse.  When I called about that, the tech couldn't tell me to simply press the 'edit' link at top of page to reveal the checkboxes on left margin to make this happen!  Good Grief!  Luckily, I got an answer when I googled the problem.  Bought this upgraded kindle solely for the rear-facing camera, so I could do videos at sporting events.  Lets see if that can happen without a problem.  If so, I'll update this review.  PS:  hows about ya send a basic &#34;step one&#34; &#34;step two&#34; list that ANY level of user can get full benefit from their electronic device from amazon.  I still don't know how to stream a Netflix video (to anywhere).  I also tried to watch Bosch a few months back, thinking it was free. . . because it said it was free to prime members.  Can't watch a second episode so I just gave up!  Grrrrr","2015-08-14",0,-1,"Storage"
"122",566,"US",11819866,"RLOCTNI9PZ45U","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","there is practically nothing I like about this Kindle Fire more than my second generation ...","Besides the camera, there is practically nothing I like about this Kindle Fire more than my second generation Kindle. I don't like that Silk, the browser,  doesn't hold my most visited sites, but instead just offers Bing as a search engine. (I NEVER use Bing) Also, I don't like the way the music shuffles. If you're in shuffle mode and the second is the last song in you're library, the shuffle stops.  The battery doesn't last at all if you don't shut the Kindle down between uses which really sucks. With all that being said I do like the X-ray lyrics feature and all the extra references like Wikipedia and translation when looking up a word in a book. I wouldn't recommend this to anyone who already had a Fire though.","2015-08-13",0,-1,"Google Play"
"123",581,"US",38296923,"RDPYT0QLHK0N0","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Excellent value but limited Apps","Excellent value.  Limited phone apps.  Does not have TWC Phone 2 GO was disappointing..It would be nice to be able to use Google play apps without voiding the warranty. The email application is flaky. You never know if it will remove emails from the server upon downloads or not. Deleting them from the tablet may or may not delete them from the server. You can only delete mail messages one at a time.  If you use multiple devices you run this will result in mismanaging your email.  As a result I deleted my email account.","2015-08-12",1,-1,"OTHER"
"124",584,"US",3331887,"R1YRQM0EV36UTX","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,1,1,"N","Y","Three Stars","It took almost 6 weeks to get.","2015-08-12",0,-1,"OTHER"
"125",587,"US",51244328,"R3454STKSZJCLF","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","One Star","Battery life is poor. Amount of preloaded and unwanted apps is ridiculous.","2015-08-12",0,-1,"Battery life"
"126",593,"US",41627190,"RDGVX5SDAE97O","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,1,1,"N","Y","Fair product but also disappointing","I received this Kindle Fire as a gift and as a first tablet, I'm generally happy with it. But there are also tons of cons for it which is making me anticipate another tablet for actual internet usage and save this strictly for eReading. Biggest disappointment is the fact that it doesn't connect to the Google Play store and seriously hinders which apps I can add. Seems most of the apps I want/like are not available from the Amazon store which renders most of my non-reading usage useless. Second biggest disappointment is how poorly this connects to wi-fi. It takes forever sometimes to connect to my home wi-fi and it drops way too easily. Say I'm connected but I step away from it for an hour, when I come back to it, I'll have to spend another 5-10 minutes trying to get it to reconnect again which is seriously annoying.<br /><br />However, as an eReader, I enjoy the different backgrounds and fonts that suit my likes, as well as the number of books I can load to it.<br /><br />If you're looking for a colored eReader, this gets a plus but for anyone who wants to use this as a respectable tablet too, I'd get something else for apps.","2015-08-12",0,-1,"Google Play"
"127",597,"US",45973148,"RVL869RX42N8Q","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Will not recommend it to others","Slow. Will not recommend it to others.","2015-08-12",0,-1,"OTHER"
"128",599,"US",14334765,"R2AC6BD4BI242G","B00KC6XV58",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","It works like I expected but was hoping to use it for ...","Have used it some but my main purpose is to use in with the Echo. It works like I expected but was hoping to use it for multiple lists not JUST Shopping and To-do lists. The battery duration is a little less than I expected. It was advertised at about 8 hours. Mine is more like 6 hours. The documentation (Manuals and help) leave much to be desired.","2015-08-12",1,-1,"Battery life"
"129",605,"US",10536685,"R1U6Y2V4WOFQF2","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,1,"N","Y","Huge disappointment, really dissatisfied","While I got this on sale and really wanted a tablet the kindle fire has plenty of reasons to make me regret getting this even at the low price I got it at. I guess my chief complaint is the lock screen, I don't want to see your dumb ads for apps and products I don't want Amazon, I already purchased your tablet leave me alone. Another big problem I have is the amazon app store itself. Maybe having an android for years spoiled me because the google play store is by far superior, if you use play store or Apple app store then switching to amazon app store will drive you insane. Not only do they not have the games and apps I love and use, they bombard you with sub quality apps and games and  they all heavily utilize in game purchasing (maybe just the ones I checked out and possibly a problem with the phone game and app business in general but still upset me). The last big point I have to make is the lack of customization allowed. You basically can't customize anything, as I mentioned before the lock screen is always some ad amazon is throwing in your face, but the home screen also cannot be changed, just a black screen with your app icons there. I really wish, like my phone and my brothers tablet, you could add your own pictures or even change the app icons themselves, but alas I'm stuck with this sub par tablet. Anyways, sorry I rambled but I needed to get that all off my chest. Definitely going to get an Apple or Samsung next time.","2015-08-12",0,-1,"Ads"
"130",612,"US",5418504,"R256WAEYGA7O58","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","This item has issues which causes my grandson to have to reboot.","2015-08-11",0,-1,"Other"
"131",629,"US",26403496,"R17AE148QENEAL","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Hard to see screen out in day light, have ...","Hard to see screen out in day light, have to tilt, there is still a glare, tuff to read by the pool.","2015-08-11",1,-1,"OTHER"
"132",660,"US",95141,"R21JX0MLK22TXX","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Not nearly as easy to use as a reader as the Nook","Not nearly as easy to use as a reader as the Nook.  There aren't as many options to set the page color and brightness either.  Does give more book options to purchase and they are cheaper.  Like it, but would been happier with another Nook.","2015-08-10",0,-1,"Price/value"
"133",661,"US",42394181,"R22KX3099OR0XN","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","Not a good Birthday present","I was quite happy with my Fire HD7, but since I  didn't use it for a few days it is now asking for a PIN to unlock and use it. I have no recollection of having a PIN in the first place. I have tried multiple times to get assistance from www.amazon. com/devicesupport and I get a message that the page is unavailable.","2015-08-10",0,-1,"Software bugs"
"134",662,"US",1580333,"R370MEHHH1DBDT","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,1,1,"N","Y","Good functionality but several very annoying features!","This is a good, highly readable tablet with a lot of great options for readers (which is what I bought the device for). However, there are way too many ads, including some with explicit content, and the battery life is terrible+ the charger is inefficient.","2015-08-10",0,-1,"Ads"
"135",680,"US",3619189,"R3LZ2K0GTQA87M","B00KC6XV58",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","had problems adjusting font and screen color  still working on that problem","2015-08-10",1,-1,"OTHER"
"136",689,"US",50646435,"R3AYGI858S5NJF","B00LCHS1FG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","I like the actual Amazon Fire","I like the actual Amazon Fire.  What I didn't like was not getting it until 3 weeks after I ordered.  Also, having to on-line chat and then talk to Customer Service to even get started.  I could not connect to Wi-fi.  After several conversations, it was determined the problem was the Kindle had the wrong time and date.  Once this was changed, I was able to connect.  It was frustrating.  The Kindle seems very user friendly.  I like the touch screen much better than the keyboard on the old one I had.","2015-08-10",1,-1,"WiFi connectivity"
"137",691,"US",17575424,"R1F0WFYH0VBJEE","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","I feel bad for anyone who paid for theirs","I have never been so inundated with ads from every direction! I would be angry if I hadn't won this for free at work. I feel bad for anyone who paid for theirs.","2015-08-09",0,-1,"Ads"
"138",693,"US",47686351,"R1CRJCZ8QYX8L2","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","I miss my Kindle Touch","When my tried and true Kindle Touch stopped working (no one in tech dept could tell me why), Amazon sent me this new Fire at a SLIGHT discount because they couldn't fix my Touch.  My Touch had the flat, non-backlit display which was great and practically made the kindle disappear as I read and became engrossed in my novel.  Worked great in any light and especially well on the beach or by the pool.  Just needed a small book light to read the Touch in bed at night.  The Fire solved the reading in the dark problem as the backlit screen brightness could easily be adjusted.  For all other reading environments, however, the Fire just wasn't as good as the Touch and glare is a big problem (unless you buy an add-on screen cover which I haven't yet tried because it's annoying that you have to pay for all these add-ons (including the Fire cover)).  Furthermore, I just don't need another device to access the internet on top of my smart phone, laptop, desktop, and iPad! If you just want an e-reader for all your books, I would rather recommend the Kindle Touch!","2015-08-09",0,-1,"OTHER"
"139",696,"US",11676493,"R61VS7B6H13GX","B00KC88MSC",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","Still not much help for dry eye ....","2015-08-09",1,-1,"OTHER"
"140",707,"US",40490674,"R2D16LP9TS16II","B00LCI2I7C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,1,"N","Y","Garbage...absolute garbage.","I wish I had my old malfunctioning Kindle back!  This is one of the worst &#34;upgrades&#34; ever.  You get to use the internet for a whopping ten minutes before you get the, message that the internet isn't working or the website is down.  I reset factory settings, twice....same thing ten minutes of internet use and you have to shut down and restart.  Sent the first one back, they replaced it and the new one does the same thing.<br />New router, New modem, New wifi printer...this thing can't find any for long.<br />Total junk, don't waste your time or money.","2015-08-09",0,-1,"WiFi connectivity"
"141",709,"US",23558837,"R3IISFQY14VFGR","B00KC89C2C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","One Star","It intermittently turns itself off without warning. How do I return it?","2015-08-09",0,-1,"Software bugs"
"142",714,"US",35530088,"R3NQ9TVFS2CEWX","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Disappointing next to 4th generation","I love my 4th generation. Not impressed with this one. I got this new one as a mother's day gift to myself and the only advantages are that it's newer and has a warranty and it's faster. That's it. My problems with it:<br /><br />-i paid the same amount of money for less memory and can do without the additional camera if that's what is making up the difference. I'm not one of those people who uses their ipad as a camera. I have space efficient cameras and phones for that.<br />-the battery life is junk. My old kindle would last a few days on a charge coming and going. This one sits overnight and the next morning you have to charge it. It drains just sitting there doing nothing.<br />-sound issues: it makes an obnoxious noise in my headphones when connecting to things that play sound and for the longest time i was having problems with the volume fluctuating so drastically i could either barely hear or it was blowing out my ears. I was constantly having to adjust volume. Amazons answer: bluetooth headphones with microphones aren't compatible with the new kindle fire. That's all that exists. Turns out the pop of Facebook notifications was what was making the volume fluctuate.<br /><br />I'm just not impressed. It's not much of an improvement over what I've already got.","2015-08-09",0,-1,"Battery life"
"143",716,"US",26901524,"R35CM5EP0NLEQ9","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","After 7 months it stopped turning on.","I liked it allot at first. After 7 months it stopped working. Now that is a big problem for me since I was very careful with it. We don't have money to drop on one of these every year so now I don't have a tablet and will not be getting one from amazon when the time comes.","2015-08-09",0,-1,"OTHER"
"144",718,"US",16463516,"R8NWR9KO780T0","B00LCHWEPE",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Five Stars","I lose my place and can't retrieve.","2015-08-09",1,-1,"OTHER"
"145",719,"US",17961165,"R2YR4NYTFPB0J1","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Fire has started locking up/freezing","I've had the Fire 7 HD for 8 months now and it's recently started to lock up. I would close an app and not be able to open anything else. I can scroll through my list of apps but clicking on them does nothing. A restart fixes it but everyday at some point it will lock up again. Really frustrating....<br /><br />Also disappointed there's no YouTube app...<br /><br />I had the original fire as well and that one had issues too. Thought I'd give the newer version a try but looks like it has its own issues. Think I'm done with the Fire.","2015-08-09",0,-1,"Freezing"
"146",735,"US",46568905,"R8LMIZQIHMDLG","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Good kindle device but not so good as a tablet computer.","Excellent as a Kindle ebook reader and book ordering application but poor at most other things. I did not expect to buy a device that shows me advertisements BEFORE I log on. The browser is hard to use. The on-screen keyboard varies tremendously between applications. The configuration settings are undocumented on the device and I had to use Google to troubleshoot issues from other than the Amazon site.  I was annoyed that I had to go to my laptop to effectively manage content on the device. Accessories such as a case that shuts off the device when you close the cover should be included instead of being a separate purchase. Cannot run Office 365 despite being android based.","2015-08-08",0,-1,"Ads"
"147",736,"US",22647913,"R7IEGN2JNYNUD","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","POORLY WRITTEN SET-UP INSTRUCTIONS","I need help setting it up.  Stuff in Fire HD 7 is useless for setting up.<br />I don't want to view a stupid movie video; I want to set up the Kindle<br />so that this legally blind can READ my books!","2015-08-08",1,-1,"OTHER"
"148",737,"US",33852806,"REZC7Z60TKGM0","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","I like Amazon. I like having Amazon Prime","I like Amazon.  I like having Amazon Prime.  I loved my first Kindle e-reader.  I really love my second Kindle e-reader.  But I ABSOLUTELY, POSITIVELY, HATE my Kindle Fire.  Thank GOD I bought it on sale, because if I had paid for price, I would be even angrier.  It has ha problems since day one.  I bought the thing to use Audible (which I love).  The Kindle Fire decided to stop downloading books.  I was on the phone with the help desk for over an hour, while the technician tried to figure out what the problem was.  And as a music player, it's a literal piece of s***.  It freezes, it won't play, it stops playing suddenly, it won't let you change songs.    Thought, with everything I like about Amazon service and the original Kindle, the Fire would be a good investment.  SO WRONG!!!!!","2015-08-08",0,-1,"OTHER"
"149",739,"US",25782902,"R17PN0LLDAMB8J","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","Don't like the cord","2015-08-08",1,-1,"OTHER"
"150",746,"US",14326908,"R2UXMEEIP4FKTP","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Disappointed","I am rather disappointed.  It takes a very long time to charge and does not  hold a charge for very long.","2015-08-08",0,-1,"Battery life"
"151",747,"US",30746281,"R3IHT7GLYWIZB2","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","... is my third Kindle and I have to say disappointed. The scene blacks out it freezes I love ...","This is my third Kindle and I have to say disappointed . The scene blacks out it freezes I love reading I loved my Kindle but I am upset that this one is not like the last two","2015-08-08",0,-1,"Freezing"
"152",753,"US",41862991,"R33YSUY71BPGPV","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Four Stars","I do not like the on off button.  It is a good thing that I have nails.","2015-08-08",1,-1,"Build quality"
"153",754,"US",34434520,"R337HI380F0U4P","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","It's okay.","I don't see why the Kindle Fire 7 can't have a no-glare screen and the ability to be read outside.  I like to read in the yard, at the dog park, etc, but it's really difficult and even worse if I'm wearing sunglasses. No page numbers in the books, either.  Why not?  It also freezes once in a while or doesn't open to my present page.  I'm kind of disappointed in this newer model.","2015-08-08",0,-1,"Freezing"
"154",756,"US",35197495,"RLUGHIY76G41F","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","Ads galore","Holy cow, ads for every product under the sun now available on your Kindle. Vitamins, software, books, insurance, semen storage tanks, I've seen an ad for everything in just the past 3 hours I've owned this thing.","2015-08-08",0,-1,"Ads"
"155",761,"US",3700510,"R1FZ9HWJSY7E7B","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","I really dislike having to sign in every time","I really dislike having to sign in every time.  I don't know why that is necessary, especially since I never had to do it before.<br />Since I got my second kindle I am so confused about my books.  I had ordered new ones and the others showed how much I had read, now they are piled together and most of them are not showing the amount I have read.<br />I have suddenly lost interest in the games and also reading.<br />The main idea I wanted the kindle was to get back to reading books; it is not as enjoyable now and I hope to get that feeling back.","2015-08-07",0,-1,"OTHER"
"156",765,"US",39102502,"RQYTZCJEJ2VTY","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","Replaced a previous Kindle, I hate it!  Slow slow slow","Wish I had gotten a samsung tablet this time, the silk browser and downloading times are RIDICULOUSLY slow.","2015-08-07",0,-1,"Software bugs"
"157",767,"US",24014258,"R2EWLA8JID8AM","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","i am sure the device works fine, if I only could understand it","I really think there should have been a booklet enclosed explaining all of the functions of the kindle. As a senior citizen I believe that is very important for the maufacturers to understand that not everyone is familiar with computer language and instructions should be in plain English. .i am sure the device works fine,if I only could understand it.","2015-08-07",0,-1,"OTHER"
"158",768,"US",30408314,"R21AFSWSF8X65E","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Three Stars","Amazon App Store was lacking, so I returned the product.","2015-08-07",0,-1,"Google Play"
"159",774,"US",36051286,"RBU7NSULWIVCN","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","The smaller Kindle is very nice and easy to pack to and from work","The smaller Kindle is very nice and easy to pack to and from work.  It's a little frustrating when you are using the video and want to go to the next video as it takes me several times touching the screen with my finger before the page moves.  Using the instant video with Prime it's not letting me start when I stopped, I have to manually find the next episode of a mini series or season.  It doesn't show my email buttons very well, they appear to be just below the bottom of the screen.<br />I'm keeping this as I do like it for what I'm using it for but will not buy another.  I do have the largest Kindle Fire and love it but it stays at home for the family.","2015-08-07",0,-1,"Software bugs"
"160",782,"US",33534109,"R67C4V5950UC7","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","I really want to like this device......but in the end it's garbage.","I really want to like this tablet.  It's cute, light, the color is great, I even prefer the official amazon case to the official iPad case for my iPad 4. That being said.....this tablet is utter garbage.  The UI doesn't bother me, I can configure it the way I want with &#34;collections&#34; and the like.  The screen is bright and of good quality, and the Dolby speakers really do sound great, better than my iPad.  However, the compliments end here.<br /><br />What grinds my gears about this tablet:<br /><br />- Buggy as hell.  From apps not updating or loading properly to magazines loading and then disappearing, this OS is FULL of bugs that &#34;updates&#34; do not seem to solve.  I have had to delete, de-register, and restore this tablet FOUR TIMES since purchasing it last November, and Amazon has had to send me a replacement because the original device would not allow me to add my Gmail no matter what I tried.<br />- Instant Video:  For the past month I get a &#34;license error&#34; every time I try to play an instant video, and I am a prime member and have been since 2010.  Isn't the whole point behind this amazon tablet is so it can play amazon content?  I've given up trying to fix it and use Netflix instead, as the customer service is outsourced and completely inept.<br />- Lack of customization:  Not being able to add a background image to the home screen is a colossal error.<br />- Lack of Google Play Services:  Speaking of colossal mistakes, not including google play on this device is a HUGE mistake.  Whatever the reason is, get over it and include Google.  Not being able to have chrome, gmail, etc is just plain dumb and cripples an already crippled device.<br />- Lack of apps: another well discussed subject.  The major ones are here, but many are not, as discussed above.<br /><br />All in all very much a half baked device that could have been a lot better.","2015-08-07",0,-1,"Software bugs"
"161",784,"US",38970674,"R2NTZJ4IZ5G7FN","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","A good tablet but at times","A good tablet but at times, it freezes up. I've already had to reset it when the carousel disappeared and I could not get the appstore, list of apps, etc open from the top menu.","2015-08-07",1,-1,"Freezing"
"162",785,"US",25581840,"R1W76OFRXQLIVR","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","Not all computer apps work with this tablet but they are very few.","Perfect size for a travel tablet. Can't seem to get my SLING TV app from android to download.","2015-08-07",1,-1,"Google Play"
"163",797,"US",30044980,"R38J5WD7E87B15","B00KC89C2C",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,1,1,"N","Y","it was great until then","Suddenly, utterly and completely died after just under six months; it was great until then.  I guess if you think of it as a &#34;disposable&#34; product and buy a new one twice a year, it would be fine.","2015-08-06",0,-1,"Quality/Breakdown"
"164",801,"US",23849337,"R2Q4PM09CK8F8F","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,1,"N","Y","Did not like it at all","This tablet so difficult to use and no instructions included so I am returning it!!","2015-08-06",0,-1,"OTHER"
"165",809,"US",15001535,"R2WG3H4OK7FM8I","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","Has great graphics. A good chunk of the memory is ...","Still very functional. Has great graphics. A good chunk of the memory is taken up by the OS. Has the ability to create multiple profiles but each profile sucks up a lot of memory.","2015-08-06",0,-1,"Storage"
"166",813,"US",48781492,"R2QEM79G0A49NX","B00LCHOCZY",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","It will do","It's ok, my larger one is much easier to read, but it must have gotten a virus, and no longer works","2015-08-06",0,-1,"OTHER"
"167",817,"US",132124,"R10WCPNN7G0RVY","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,0,0,"N","Y","good unit for price","Nice unit all good disappointed it won't work for chrome cast","2015-08-06",1,-1,"OTHER"
"168",818,"US",11035326,"R2EARAAL7E1KCO","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",4,1,1,"N","Y","Overall OK","Great picture, tends to freeze up at times . Some apps I wouldn't have picked like Wall Street Journal come pre loaded for some reason. ? Don't like the commercial that appears every time I log in?!","2015-08-06",1,-1,"Freezing"
"169",821,"US",20985894,"RVTBEXO6WQM7L","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","No Tech Support for Kindle Fire","The Kindle Fire tablets should be considered disposable items. I've purchased several as gifts and every one of them has ended up needing to be replaced. Luckily most of them died within the 1 year warranty period, and Amazon has a good return policy (possibly to compensate for the abysmal tech support). The last one to die is out of warranty, and Amazon's only solution was to offer me a supposedly &#34;very discounted rate&#34; on a replacement, which ended up being $25 off of the ludicrous prices on their refurbished and outdated outlet offerings. The best deal they offered me was still $30 more than I paid for the original kindle almost 2 years ago when it was new tech. Not one of the 6 or 7 different support techs I worked with could even point me to a site with troubleshooting options to re-install the factory software so that I could determine whether there is an actual hardware issue with this disposable tablet. They freely admitted that they don't even bother trying to repair these devices, and that replacement was my only option. No ability to replace a battery, no established way to re-install the factory default software, and a troubleshooting script taken from Dogbert - &#34;Shut up and reboot.&#34;  Very disappointed, Amazon.","2015-08-06",0,-1,"Build quality"
"170",843,"US",44066488,"R2TZXV3GPHTJIK","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","Disapointed","Had for a week got stuck in a restart loop. Disappointed in the device but amazon  is making it right with a brand new fire!!","2015-08-05",0,-1,"Software bugs"
"171",844,"US",8300510,"R2UCW3TNH6M9U3","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","It does not have an micro hdmi port and I ...","It does not have an micro hdmi port and I cannot find a micro usb to hdmi adapter cord that will work with my ( 4th generation )Amazon HD 7.","2015-08-05",0,-1,"OTHER"
"172",850,"US",9542762,"R7TYGKBC3VU0B","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","DISAPPOINTED","New unused? off/on button did not work. Did all the things, instructions, videos and user guide. Nothing worked. Called and talked to nice person. Sent it back for a replacement.  Instead of sending me a brand new Kindle I received a refurbished one.  This one worked, but didn't have charger plug with it.  Found out I would have to pay extra for that. Was not  a happy camper.","2015-08-05",0,-1,"Build quality"
"173",851,"US",36817161,"R6VK5Z87K0DHV","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",2,0,0,"N","Y","This is my second Kindle so I am rather disappointed","the sound went out on my Kindle for no reason.  no response of a fix from Amazon.  This is my second Kindle so I am rather disappointed","2015-08-05",0,-1,"OTHER"
"174",853,"US",20375369,"RX1BYFXW38SQH","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","Screen died on last Kindle Fire after a year or ...","Screen died on last Kindle Fire after a year or two of use.  Purchased a new one and it already had problems from the first.","2015-08-05",0,-1,"Build quality"
"175",858,"US",16521680,"RAOAILTV9CNI9","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","this new Kindle belongs to me --- Annette DiPsolo. ...","this new Kindle belongs to me --- Annette DiPsolo.  I bought it on my visa using my name...why do you have it registered to my husband...??? I gave him the older one.","2015-08-05",0,-1,"OTHER"
"176",861,"US",14087238,"R32NZ4ZXOAV06B","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","Y","An Amazon tablet but not much more","Great for use within the Amazon ecosystem but once you start venturing out you will inevitably be disappointed. No Google apps support means that the few official apps that appear on Fire HD tablets often languish for long periods of time without updates, leaving Fire HD users wondering when, if ever, they will get the current experience. For Amazon apps it works fine but the lack of storage was more noticeable than I anticipated. 16GB or higher should be fine but 8GB is just way WAY too small. A fine, cheap tablet for Amazon but if you look at it as an Android tablet you will most likely be very disappointed.","2015-08-04",0,-1,"Google Play"
"177",873,"US",31187460,"R3LE4YQ1ODWAFW","B00IKPZ5V6",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",1,0,0,"N","Y","One Star","battery does not last very long-very disappointed","2015-08-04",0,-1,"Battery life"
